year,province,cause,weather,deaths,seriousInjuries,minorInjuries,totalInjuries,severityScore,riskLevel
2025,"ชลบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"อุตรดิตถ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กาฬสินธุ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,2,Low
2025,"พิษณุโลก","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"อุตรดิตถ์","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"ลพบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"อุตรดิตถ์","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"พะเยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เพชรบุรี","หลับใน","แจ่มใส",0,2,12,14,18,High
2025,"สุราษฎร์ธานี","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ตาก","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรสงคราม","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,1,0,1,8,Medium
2025,"บุรีรัมย์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,1,1,6,Medium
2025,"สระบุรี","หลับใน","แจ่มใส",3,1,0,1,18,High
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ปทุมธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,2,3,5,Medium
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ลำพูน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"นครสวรรค์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ปัตตานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,3,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,2,2,2,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"สระแก้ว","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,2,2,2,Low
2025,"สมุทรสงคราม","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"ชุมพร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,0,0,0,0,Low
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,3,Low
2025,"แพร่","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,2,Low
2025,"กาญจนบุรี","ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด","แจ่มใส",2,1,1,2,14,High
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"หนองบัวลำภู","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ตาก","ระบบห้ามล้อขัดข้อง/ระบบเบรกชำรุด","แจ่มใส",0,0,1,1,1,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แพร่","ขับรถย้อนศร","แจ่มใส",1,0,1,1,6,Medium
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,2,2,4,8,Medium
2025,"หนองคาย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชัยนาท","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สกลนคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"อ่างทอง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"ปราจีนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,6,6,6,Medium
2025,"ราชบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"กาฬสินธุ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตาก","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,3,0,3,19,High
2025,"อุตรดิตถ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"บุรีรัมย์","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"สกลนคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","สูญเสียการควบคุม","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กาฬสินธุ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,2,2,7,Medium
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"สกลนคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ปราจีนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ","แจ่มใส",0,0,2,2,2,Low
2025,"พิจิตร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"สตูล","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ปราจีนบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สงขลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ร้อยเอ็ด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงราย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ร้อยเอ็ด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ยโสธร","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"นครปฐม","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ตราด","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เลย","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"นครปฐม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุรินทร์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,1,0,1,8,Medium
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ราชบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"นครพนม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,5,5,5,Medium
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"แพร่","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ลำปาง","ทางโค้งอันตราย","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงราย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ใช้โทรศัพท์เคลื่อนที่ขณะขับรถ","แจ่มใส",0,0,1,1,1,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"สมุทรปราการ","ยางเสื่อมสภาพ/ยางแตก","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ปทุมธานี","อุปกรณ์ยานพาหนะบกพร่อง","แจ่มใส",0,0,1,1,1,Low
2025,"พัทลุง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ชัยภูมิ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"ฉะเชิงเทรา","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,2,0,2,11,High
2025,"เลย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,3,3,3,Low
2025,"สุพรรณบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,1,2,3,5,Medium
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ฉะเชิงเทรา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตราด","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"พะเยา","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,1,0,1,3,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครสวรรค์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,0,0,5,Medium
2025,"ปราจีนบุรี","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,0,2,2,2,Low
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ชัยนาท","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,1,0,1,3,Low
2025,"สมุทรสงคราม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงราย","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สระแก้ว","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"ยะลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"อุตรดิตถ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ลำปาง","ทางโค้งอันตราย","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เพชรบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",2,0,0,0,10,High
2025,"นนทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตรัง","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,0,1,3,Low
2025,"สมุทรสาคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"อุดรธานี","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"สงขลา","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครปฐม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"กำแพงเพชร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,1,1,2,4,Medium
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ราชบุรี","ทางโค้งอันตราย","แจ่มใส",0,0,1,1,1,Low
2025,"ราชบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตรัง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,2,Low
2025,"อุตรดิตถ์","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"อุบลราชธานี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,1,Low
2025,"ระนอง","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"พิจิตร","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",1,0,3,3,8,Medium
2025,"นราธิวาส","ไม่ให้สัญญาณเข้าจอด/ออกจากที่จอด","แจ่มใส",1,0,0,0,5,Medium
2025,"บุรีรัมย์","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"มหาสารคาม","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,0,0,0,Low
2025,"สุพรรณบุรี","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,2,2,2,Low
2025,"นครศรีธรรมราช","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตรัง","มีกองวัสดุ/สิ่งกีดขวาง","แจ่มใส",0,0,1,1,1,Low
2025,"อุบลราชธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,1,1,6,Medium
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"อยุธยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ยะลา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"น่าน","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ขอนแก่น","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,2,2,2,Low
2025,"มุกดาหาร","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ประจวบคีรีขันธ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ร้อยเอ็ด","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"อุตรดิตถ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครสวรรค์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ระยอง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
2025,"พิษณุโลก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เพชรบูรณ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครสวรรค์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,3,3,3,Low
2025,"สระแก้ว","หลับใน","แจ่มใส",0,0,1,1,1,Low
2025,"สตูล","ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร","แจ่มใส",0,2,0,2,6,Medium
2025,"สุราษฎร์ธานี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตรัง","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,3,3,3,Low
2025,"พังงา","ขับรถเร็วเกินอัตรากำหนด","ฝนตก",0,0,1,1,1,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สกลนคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครราชสีมา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครพนม","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"บุรีรัมย์","โรคประจำตัว","แจ่มใส",0,0,4,4,4,Medium
2025,"อุตรดิตถ์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สมุทรปราการ","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ตาก","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"สมุทรปราการ","ขับรถผิดช่องทาง","แจ่มใส",0,0,0,0,0,Low
2025,"จันทบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",1,0,0,0,5,Medium
2025,"เชียงใหม่","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"สุพรรณบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"ตาก","อุปกรณ์ยานพาหนะบกพร่อง","แจ่มใส",0,0,0,0,0,Low
2025,"สระบุรี","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"เพชรบูรณ์","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"นราธิวาส","หลับใน","แจ่มใส",0,0,2,2,2,Low
2025,"พะเยา","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"พิษณุโลก","หลับใน","แจ่มใส",1,0,0,0,5,Medium
2025,"สุพรรณบุรี","หลับใน","แจ่มใส",0,0,0,0,0,Low
2025,"ชลบุรี","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,8,8,8,Medium
2025,"กรุงเทพมหานคร","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,1,1,1,Low
2025,"ประจวบคีรีขันธ์","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,1,1,1,Low
2025,"นครสวรรค์","ขับรถเร็วเกินอัตรากำหนด","แจ่มใส",0,0,0,0,0,Low
2025,"นครปฐม","คน/รถ/สัตว์ตัดหน้ากระชั้นชิด","แจ่มใส",0,0,0,0,0,Low
